"订单编号","PID","交易时间","单项数量","单项金额","商品编号","商品名称","一级分类","二级分类","三级分类","门店名称","品牌"
1714522,"e874e667-9ca3-482a-95cb-f700bfe36242",2019-05-12 07:44:45,1,4,"11000346","美汁源果粒奶优草莓味450g","奶制品","含乳饮料","含乳饮料","B","果粒奶优"
1714577,"74ea25a5-8b42-11e8-b6a4-0a58ac1305b1",2019-05-12 07:46:36,1,3,"11000356","康师傅冰糖柠檬500ML","饮料","果蔬汁","常温果汁","B","康师傅"
1714577,"74ea25a5-8b42-11e8-b6a4-0a58ac1305b1",2019-05-12 07:46:36,1,7.5,"11000196","N强化型红牛饮料250ml","饮料","功能性饮料","运动能量饮料","B","红牛"
1714589,"13d0a8f0-e1e1-4ab2-b6ff-cbfc3b5c11ee",2019-05-12 07:47:08,1,6,"90087828","鸡腿堡奥尔良140g","方便速食","包点类","包点类","A","其他品牌"
1714645,"87355187-1f84-11e8-bc38-0a58ac130020",2019-05-12 07:49:14,1,17,"33605218","红牛牌劲能饮料250ml","饮料","功能性饮料","运动能量饮料","B","红牛"
1714995,"34fb4966-a338-4297-9b96-87625b2ce054",2019-05-12 08:01:10,1,6.9,"12000014","大丽丽特级薯片(番茄味)100g","休闲零食","膨化食品","膨化食品","A","丽丽"
1714995,"34fb4966-a338-4297-9b96-87625b2ce054",2019-05-12 08:01:10,1,5.5,"12604057","农夫山泉果味茶π米蜜桃乌龙茶500ml","饮料","茶饮料","其他茶饮料","A","茶π"
1715185,"43cbb6c6-4301-47f5-a6f9-4cc188952daa",2019-05-12 08:09:16,4,4,"12604197","娃哈哈营养酸奶钙多多饮品200g","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","娃哈哈"
1715384,"81452779-76be-11e8-91f1-0a58ac130661",2019-05-12 08:16:48,1,3.5,"11000152","农夫山泉1.5L","饮料","包装水","包装水","B","农夫山泉"
1715388,"18267b55-bdcb-40be-8a98-9ef6b3ba500f",2019-05-12 08:16:58,1,6,"11000001","N红牛饮料250ml","饮料","功能性饮料","运动能量饮料","A","红牛"
1715461,"67790a3d-0459-48db-800c-807fc7ed6b0a",2019-05-12 08:19:47,1,4,"91000200","君乐宝慢淳炭烧酸奶袋装180g","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","君乐宝"
1715751,"ad5c52dd-3864-11e8-b8b2-0a58ac130259",2019-05-12 08:30:56,1,18,"10603579","N七匹狼（锋芒）","烟类","香烟","硬盒香烟","B","七匹狼"
1715875,"480fd3f6-4b67-11e8-9ca6-0a58ac1300da",2019-05-12 08:35:54,1,3,"12604205","*康师傅涵养泉550ml","饮料","包装水","包装水","B","康师傅"
1715941,"05e952a3-83e5-11e8-b193-0a58ac1303f0",2019-05-12 08:38:02,1,2.5,"11000175","康师傅饮用矿物质水1.5L","饮料","包装水","包装水","B","康师傅"
1716114,"5892b59b-7764-11e8-92c8-0a58ac130661",2019-05-12 08:44:27,1,16,"10000033","N利群（蓝天）","烟类","香烟","硬盒香烟","B","利群"
1716179,"75918bcf-608d-11e8-aa44-0a58ac13039c",2019-05-12 08:46:59,1,16,"10000014","N七匹狼（软红）","烟类","香烟","软盒香烟","A","七匹狼"
1716217,"808fbd19-76b5-11e8-91da-0a58ac130661",2019-05-12 08:48:29,2,42,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","A","七匹狼"
1716217,"808fbd19-76b5-11e8-91da-0a58ac130661",2019-05-12 08:48:29,1,3.5,"11603832","农夫山泉天然矿泉山535ml","饮料","包装水","包装水","A","农夫山泉"
1716238,"40e6c9a3-8fe3-11e8-be04-0a58ac1305b1",2019-05-12 08:49:27,1,6,"18122525","N闽盐未加碘美味海盐300g","食用调味品","调味品","盐","A","闽盐"
1716238,"40e6c9a3-8fe3-11e8-be04-0a58ac1305b1",2019-05-12 08:49:27,1,5.9,"13000360","恒顺香醋155ml","食用调味品","调味品","醋","A","恒顺"
1716283,"f715e671-296a-46e6-af2e-7b14afd2b9fc",2019-05-12 08:50:39,1,4.5,"11000411","达能脉动水蜜桃味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1716283,"f715e671-296a-46e6-af2e-7b14afd2b9fc",2019-05-12 08:50:39,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","B","农夫山泉"
1716371,"9a22fe55-4345-4a35-a302-d0c613ef9bd5",2019-05-12 08:53:40,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1716416,"a811fc5d-3714-4183-afe2-159b1c12a203",2019-05-12 08:54:51,2,3,"18111810","佳龙五谷杂粮36g","休闲零食","肉食小食","肉食小食","B","佳龙"
1716416,"a811fc5d-3714-4183-afe2-159b1c12a203",2019-05-12 08:54:51,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1716614,"c853c424-0c6e-11e8-b211-0a58ac130012",2019-05-12 09:02:07,1,16,"10000072","N七匹狼（纯境）","烟类","香烟","硬盒香烟","B","七匹狼"
1716631,"8742b9bc-3630-11e8-95ba-0a58ac13009d",2019-05-12 09:02:36,2,10,"11000106","农夫水溶C100 445ml","饮料","功能性饮料","健康保健饮料","B","水溶C100"
1716656,"bb0c74ce-62c0-11e8-8655-0a58ac1303b3",2019-05-12 09:03:16,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1716760,"b23335fc-9efe-49b9-a790-48e8cd636f53",2019-05-12 09:07:17,1,1,"30000002","N心相印C1710三层手帕纸茶语","家用清洁","纸制品","手帕纸","A","心相印"
1716992,"9448a743-6ac9-11e8-8db1-0a58ac1303bc",2019-05-12 09:14:52,1,11,"99000425","N黄金叶(金满堂)","烟类","香烟","硬盒香烟","A","黄金叶"
1717067,"4876d17d-ad49-4adb-b874-ff7592dce876",2019-05-12 09:17:21,1,8.9,"13603842","T伊利安慕希高端畅饮型希腊风味酸奶原味230g","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","安慕希"
1717067,"4876d17d-ad49-4adb-b874-ff7592dce876",2019-05-12 09:17:21,1,18.9,"61000329","N心相印DT15130茶语系列丝享软抽纸130抽6包装","家用清洁","纸制品","抽纸","B","心相印"
1717090,"34395366-63d6-4ecd-a9b5-b7f44a815639",2019-05-12 09:18:20,1,6,"12604180","雀巢丝滑榛果咖啡268ml","饮料","即饮咖啡","即饮咖啡","A","雀巢咖啡"
1717101,"7b5fc1ec-4f50-11e8-8391-0a58ac130356",2019-05-12 09:18:37,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1717358,"1431aa2b-8756-11e8-93eb-0a58ac13066c",2019-05-12 09:27:22,2,27.6,"80974745","养乐多活菌型乳酸菌（低糖）100ml*5瓶","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","养乐多"
1717559,"77ff9a48-3a19-11e8-85cc-0a58ac130136",2019-05-12 09:34:10,1,3,"12604069","康师傅柚子绿茶550ml","饮料","茶饮料","即饮绿茶","B","康师傅"
1717594,"434cf0f2-2788-4d8e-8bb7-c49b6b05b697",2019-05-12 09:35:10,1,16,"10000064","N七匹狼（纯雅）","烟类","香烟","硬盒香烟","A","七匹狼"
1717618,"910386d4-88b8-11e8-b2f1-0a58ac1305b1",2019-05-12 09:35:52,1,15,"10000010","N七匹狼(红)","烟类","香烟","硬盒香烟","A","七匹狼"
1717689,"9cdfea75-f12a-437b-968a-2c08b826acc3",2019-05-12 09:37:51,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","C","景田"
1717699,"4bcf6c26-1f29-46b2-8ec2-67e3fcee25ce",2019-05-12 09:38:11,1,4,"11000110","长富纯鲜奶221ml","奶制品","牛奶","低温牛奶","B","长富"
1717965,"f341f84d-563b-11e8-a991-0a58ac130550",2019-05-12 09:47:02,2,9,"11000203","乐醋坊苹果醋型醋饮料500ml","饮料","亚洲传统饮料","醋饮料","C","乐醋坊"
1717965,"f341f84d-563b-11e8-a991-0a58ac130550",2019-05-12 09:47:02,1,5,"11000106","农夫水溶C100 445ml","饮料","功能性饮料","健康保健饮料","C","水溶C100"
1718039,"7d1069a6-9135-11e8-bfcb-0a58ac1305b1",2019-05-12 09:49:22,1,4,"11000346","美汁源果粒奶优草莓味450g","奶制品","含乳饮料","含乳饮料","C","果粒奶优"
1718567,"15d2735e-92ce-11e8-817f-0a58ac1305b1",2019-05-12 10:05:07,3,3,"99914695","不二家大棒棒糖混合装（果味)10g","休闲零食","糖果","其他糖果","B","不二家"
1718567,"15d2735e-92ce-11e8-817f-0a58ac1305b1",2019-05-12 10:05:07,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","B","景田"
1718593,"370510f6-81b8-11e8-af55-0a58ac1303f0",2019-05-12 10:05:55,1,4,"93895323","优思麦黄金条100g","休闲零食","糕点","面包","A","优思麦"
1718638,"ab2e144e-a917-4029-86b7-4148a219ffba",2019-05-12 10:07:15,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","A","景田"
1718702,"349be7e2-bfd5-4b75-a62b-6c62883f6bc4",2019-05-12 10:09:31,1,1.5,"11000421","农夫山泉天然水380ml","饮料","包装水","包装水","A","农夫山泉"
1718702,"349be7e2-bfd5-4b75-a62b-6c62883f6bc4",2019-05-12 10:09:31,2,40,"10603822","N云烟（小熊猫家园）","烟类","香烟","硬盒香烟","A","云烟"
1718705,"97d30809-545c-11e8-ba67-0a58ac13035b",2019-05-12 10:09:43,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","A","怡宝"
1718705,"97d30809-545c-11e8-ba67-0a58ac13035b",2019-05-12 10:09:43,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","A","维他"
1718709,"d8f1a8b7-0f84-11e8-a66e-0a58ac13001a",2019-05-12 10:09:54,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1718709,"d8f1a8b7-0f84-11e8-a66e-0a58ac13001a",2019-05-12 10:09:54,1,3,"99001987","百事可乐清柠味500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1718953,"d16420a0-88e6-11e8-b358-0a58ac1305b1",2019-05-12 10:18:52,1,7,"12603262","百吉福芝士奶冻清新小浆果味70g","奶制品","奶酪芝士","奶酪芝士","A","百吉福"
1718953,"d16420a0-88e6-11e8-b358-0a58ac1305b1",2019-05-12 10:18:52,1,4,"11000110","长富纯鲜奶221ml","奶制品","牛奶","低温牛奶","A","长富"
1719015,"45613b9e-5a0c-4152-b7dd-cd74a4539382",2019-05-12 10:20:45,1,3,"12604104","*可口可乐雪碧零卡柠檬味摩登罐330ml","饮料","碳酸饮料","柠檬口味汽水","A","雪碧"
1719015,"45613b9e-5a0c-4152-b7dd-cd74a4539382",2019-05-12 10:20:45,1,4,"11000679","*N可口可乐怡泉+C柠檬味汽水330ml","饮料","碳酸饮料","柠檬口味汽水","A","怡泉+C"
1719058,"88983fc7-4f5f-11e8-8393-0a58ac130356",2019-05-12 10:21:49,1,4,"10603558","草蜢荧光进口滑轮打火机","烟类","烟具","烟具","A","其他品牌"
1719109,"e6bb9484-1aef-11e8-a76b-0a58ac13001a",2019-05-12 10:23:02,2,50,"10000024","N芙蓉王（硬）","烟类","香烟","硬盒香烟","B","芙蓉王"
1719352,"0096b478-4bbe-11e8-b6cb-0a58ac130522",2019-05-12 10:30:43,1,7.5,"40603780","优思麦豆沙吐司300g","休闲零食","糕点","面包","A","优思麦"
1719762,"bfe60471-8bec-11e8-b78a-0a58ac1305b1",2019-05-12 10:44:01,1,1.8,"13000066","紫山梅菜笋丝90g","辅助佐餐","佐餐小食","酱菜","C","紫山"
1719771,"7f1c4ce6-56b3-4d09-be21-59b0ae9033e4",2019-05-12 10:44:13,1,62,"99000857","T伊利金典纯牛奶250ml","奶制品","牛奶","常温牛奶","A","金典"
1719785,"090b99d2-72a6-11e8-97de-0a58ac13065a",2019-05-12 10:44:49,1,3.5,"12000100","奥利奥夹心巧克力58g","休闲零食","饼干","饼干","A","奥利奥"
1719785,"090b99d2-72a6-11e8-97de-0a58ac13065a",2019-05-12 10:44:49,1,5,"91000046","长富巴氏100%杯装鲜牛奶200ml","奶制品","牛奶","低温牛奶","A","长富"
1719855,"ef388fd1-918d-11e8-8050-0a58ac1305b1",2019-05-12 10:47:02,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","C","可口可乐"
1719933,"94e6a0cc-73c8-11e8-994d-0a58ac13065a",2019-05-12 10:49:22,1,4.5,"11000173","农夫山泉4L","饮料","包装水","包装水","A","农夫山泉"
1719933,"94e6a0cc-73c8-11e8-994d-0a58ac13065a",2019-05-12 10:49:22,1,7.5,"11000198","味全每日C橙汁300ml(D)","饮料","果蔬汁","低温果汁","A","味全每日C"
1719933,"94e6a0cc-73c8-11e8-994d-0a58ac13065a",2019-05-12 10:49:22,1,10,"91000005","蒙牛预制瓶红枣450g(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","蒙牛"
1719933,"94e6a0cc-73c8-11e8-994d-0a58ac13065a",2019-05-12 10:49:22,1,18.799999,"91000011","零度果坊鲜榨橙汁300ml(D)","饮料","果蔬汁","常温果汁","A","零度果坊"
1719997,"e57ba2c0-7386-4be4-9638-6f427dd385d8",2019-05-12 10:51:06,1,3.5,"11000234","景田万行泉饮用纯净水1.5L","饮料","包装水","包装水","C","景田"
1720044,"a4ac4512-4b5c-11e8-b64f-0a58ac130522",2019-05-12 10:52:41,1,7,"13000321","A雀巢圣代杯巧克力味111g(D)","休闲零食","冰淇淋","冰淇淋","A","圣代杯"
1720082,"35cdd098-565b-11e8-a997-0a58ac130550",2019-05-12 10:54:07,1,4.5,"11000411","达能脉动水蜜桃味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1720082,"35cdd098-565b-11e8-a997-0a58ac130550",2019-05-12 10:54:07,1,4.5,"12604186","脉动海盐青芒口味600ml","饮料","功能性饮料","运动能量饮料","B","脉动"
1720095,"26b9cfc7-a812-41a8-9585-f1556c42073a",2019-05-12 10:54:21,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","A","可口可乐"
1720123,"66872b0f-c83c-4b41-b254-4d5a701d42cf",2019-05-12 10:55:25,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","A","怡宝"
1720133,"24d9de63-9fa2-4654-8812-5eedee917186",2019-05-12 10:55:38,2,13,"12601475","轮船牌60g金德福蜂蜜盐金栆","休闲零食","凉果","凉果","C","轮船"
1720196,"3553a95f-6cda-469b-b840-fee6d81ee1a9",2019-05-12 10:57:36,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1720203,"f086a932-10bf-11e8-a684-0a58ac13001a",2019-05-12 10:57:44,2,16,"10000004","N七匹狼（白）","烟类","香烟","硬盒香烟","B","七匹狼"
1720324,"6e2c5f25-4929-45a6-9ea6-227443d0ff9f",2019-05-12 11:00:56,1,5,"11000033","农夫尖叫运动饮料(西柚味)550ml","饮料","功能性饮料","运动能量饮料","C","尖叫"
1720332,"5c41fdce-2c6d-49a4-9b23-c9aa8575b61b",2019-05-12 11:01:16,1,21,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","A","七匹狼"
1720332,"5c41fdce-2c6d-49a4-9b23-c9aa8575b61b",2019-05-12 11:01:16,1,20,"10603654","N黄山（红方印细支）","烟类","香烟","硬盒香烟","A","黄山"
1720534,"63996ad6-6fa7-11e8-9863-0a58ac130598",2019-05-12 11:08:22,1,1.5,"11000421","农夫山泉天然水380ml","饮料","包装水","包装水","A","农夫山泉"
1720553,"dd1f94cc-16d9-11e8-a707-0a58ac13001a",2019-05-12 11:08:46,1,4,"99003679","AW伊利牧场奶昔杯香草味90g(D)","休闲零食","冰淇淋","冰淇淋","B","伊利牧场"
1720605,"51581a5c-7c16-11e8-9f86-0a58ac130661",2019-05-12 11:10:43,1,25,"10603800","N555（冰炫）","烟类","香烟","硬盒香烟","B","555"
1720639,"14273f5b-164a-11e8-a6fa-0a58ac13001a",2019-05-12 11:12:03,2,2,"13000201","N闽盐牌福建原盐350g","食用调味品","调味品","盐","B","闽盐"
1720670,"a3910b46-066e-11e8-a913-0a58ac130241",2019-05-12 11:13:17,1,5,"99920648","三得利沁柠水柠檬味饮料550ml","饮料","包装水","包装水","A","三得利"
1720795,"5b5dbdbe-b48a-4d6c-8913-2ed216384f38",2019-05-12 11:17:05,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1720795,"5b5dbdbe-b48a-4d6c-8913-2ed216384f38",2019-05-12 11:17:05,1,5,"12604148","农夫维他命乳酸菌味饮料500ml","饮料","功能性饮料","健康保健饮料","B","维他命水"
1720795,"5b5dbdbe-b48a-4d6c-8913-2ed216384f38",2019-05-12 11:17:05,3,15,"11000226","农夫维他命柑橘风味饮料500ml","饮料","功能性饮料","健康保健饮料","B","维他命水"
1720795,"5b5dbdbe-b48a-4d6c-8913-2ed216384f38",2019-05-12 11:17:05,1,5,"11000225","农夫维他命柠檬风味饮料500ml","饮料","功能性饮料","健康保健饮料","B","维他命水"
1720818,"51d632c9-21a6-4a37-b480-d114bca9095e",2019-05-12 11:17:48,1,3,"11000259","康师傅冰糖雪梨500ml","饮料","果蔬汁","常温果汁","B","康师傅"
1720818,"51d632c9-21a6-4a37-b480-d114bca9095e",2019-05-12 11:17:48,1,3.5,"11000217","N可口可乐芬达橙味饮料500ml","饮料","碳酸饮料","其他汽水","B","芬达"
1720818,"51d632c9-21a6-4a37-b480-d114bca9095e",2019-05-12 11:17:48,1,1,"30000002","N心相印C1710三层手帕纸茶语","家用清洁","纸制品","手帕纸","B","心相印"
1721215,"c1839ea2-0ae0-4eca-a2f7-94b6d7e6b0ec",2019-05-12 11:31:03,1,16,"10000064","N七匹狼（纯雅）","烟类","香烟","硬盒香烟","B","七匹狼"
1721269,"5895f822-1169-11e8-a68e-0a58ac13001a",2019-05-12 11:32:49,3,10.5,"11603750","可口可乐健怡可乐500ml","饮料","碳酸饮料","可乐类汽水","B","健怡可乐"
1721316,"14b67bdb-9270-11e8-8161-0a58ac1305b1",2019-05-12 11:33:55,1,8.9,"33603951","愛之味麥仔茶590ml","饮料","茶饮料","其他茶饮料","B","爱之味"
1721330,"14b67bdb-9270-11e8-8161-0a58ac1305b1",2019-05-12 11:34:17,1,3,"11000017","惠尔康葡萄糖饮料518ml","饮料","功能性饮料","健康保健饮料","B","惠尔康"
1721516,"b10f16b8-7d0b-11e8-acc3-0a58ac130661",2019-05-12 11:40:28,1,5.5,"12604174","N可口可乐雪碧纤维+500ml","饮料","碳酸饮料","柠檬口味汽水","A","雪碧纤维+"
1721836,"3fbf9892-93c2-11e8-8328-0a58ac1305b1",2019-05-12 11:50:57,1,5,"13000255","惠万家番薯粉350g","粮油制品","挂面粉丝","挂面粉丝","A","其他品牌"
1721991,"0f035185-8304-11e8-b092-0a58ac1303f0",2019-05-12 11:56:07,1,3.5,"93895557","优思麦德国海盐包100g","休闲零食","糕点","面包","A","优思麦"
1721991,"0f035185-8304-11e8-b092-0a58ac1303f0",2019-05-12 11:56:07,1,4.5,"11000127","N椰树椰子汁利乐包245ml","饮料","果蔬汁","常温果汁","A","椰树"
1722002,"ad32c2dc-1b52-4e26-919d-b5ce8b8bf3fb",2019-05-12 11:56:27,2,7,"60603274","A伊利牧场牛奶棒芒果口味冰淇淋65g","休闲零食","冰淇淋","冰淇淋","A","伊利牧场"
1722307,"1ba1c0ed-bd33-41b8-8708-7c55f71cfe4d",2019-05-12 12:05:21,4,12,"11000120","N可口零度可乐330ml","饮料","碳酸饮料","可乐类汽水","B","零度可乐"
1722307,"1ba1c0ed-bd33-41b8-8708-7c55f71cfe4d",2019-05-12 12:05:21,2,5,"11000115","统一巧克力盒装奶茶250ml","饮料","茶饮料","即饮奶茶","B","统一"
1722307,"1ba1c0ed-bd33-41b8-8708-7c55f71cfe4d",2019-05-12 12:05:21,3,32.7,"91000081","卡士风味发酵乳原味120g(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","卡士"
1722307,"1ba1c0ed-bd33-41b8-8708-7c55f71cfe4d",2019-05-12 12:05:21,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","B","见福"
1722353,"b323efa6-0a3d-11e8-9570-0a58ac130242",2019-05-12 12:06:35,1,2.5,"40000002","N烤肠黑胡椒味50g","方便速食","鲜食","烤肠烤肉","A","其他品牌"
1722353,"b323efa6-0a3d-11e8-9570-0a58ac130242",2019-05-12 12:06:35,1,3,"40000005","NQQ丸4粒","方便速食","鲜食","自制关东煮","A","其他品牌"
1722441,"9860b2a0-9072-11e8-bea9-0a58ac1305b1",2019-05-12 12:09:15,1,9.9,"12604244","汉口二厂酸梅汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1722441,"9860b2a0-9072-11e8-bea9-0a58ac1305b1",2019-05-12 12:09:15,1,9.9,"12604240","汉口二厂百香果乳酸菌汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1722448,"f7388d91-fe0f-4b09-8480-2642404f2310",2019-05-12 12:09:27,3,1.5,"16000180","奥利奥一元零食桶-原味装19g","休闲零食","饼干","饼干","B","奥利奥"
1722752,"69deb2ba-3562-11e8-953d-0a58ac13009d",2019-05-12 12:17:44,1,3.5,"11603750","可口可乐健怡可乐500ml","饮料","碳酸饮料","可乐类汽水","B","健怡可乐"
1722814,"6d50960c-0c60-11e8-b211-0a58ac130012",2019-05-12 12:19:27,2,19,"10000054","N泰山（望岳）","烟类","香烟","硬盒香烟","B","泰山"
1722987,"4c22624b-449e-417e-8613-fa75828516cb",2019-05-12 12:24:05,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","B","可口可乐"
1723037,"25344401-307f-42cd-bfdf-80b250bd12e8",2019-05-12 12:25:28,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","C","维他"
1723037,"25344401-307f-42cd-bfdf-80b250bd12e8",2019-05-12 12:25:28,1,10,"15616651","阿麦斯4D水果果汁软糖 72g","休闲零食","糖果","其他糖果","C","阿麦斯"
1723347,"9841cc67-7d21-11e8-acf1-0a58ac130661",2019-05-12 12:34:56,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","A","维他"
1723392,"38577da0-7409-11e8-9956-0a58ac13065a",2019-05-12 12:36:36,1,5,"60603284","A和路雪可爱多芒果酸奶66g","休闲零食","冰淇淋","冰淇淋","A","可爱多"
1723392,"38577da0-7409-11e8-9956-0a58ac13065a",2019-05-12 12:36:36,1,3.5,"60603274","A伊利牧场牛奶棒芒果口味冰淇淋65g","休闲零食","冰淇淋","冰淇淋","A","伊利牧场"
1723472,"c26a1dd7-19fc-11e8-a752-0a58ac13001a",2019-05-12 12:38:36,2,4.5,"60603263","A雀巢呈真雪糍和风草莓红豆味冰激凌33g","休闲零食","冰淇淋","冰淇淋","B","呈真"
1723514,"d2f190ad-ee09-4ac1-9af8-ce55cc9dfc0d",2019-05-12 12:39:32,1,6,"11000001","N红牛饮料250ml","饮料","功能性饮料","运动能量饮料","B","红牛"
1723705,"f1389512-9463-11e8-8466-0a58ac1305b1",2019-05-12 12:44:54,1,3.5,"11000152","农夫山泉1.5L","饮料","包装水","包装水","B","农夫山泉"
1723834,"04fd572a-37ed-11e8-a47e-0a58ac130259",2019-05-12 12:49:23,4,2,"11000005","娃哈哈AD钙奶220ml","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","AD钙奶"
1723834,"04fd572a-37ed-11e8-a47e-0a58ac130259",2019-05-12 12:49:23,2,8,"11000092","T蒙牛真果粒草莓味250ml","奶制品","含乳饮料","含乳饮料","A","真果粒"
1723950,"7bf9ca71-9111-46d1-8f28-ec12de5759db",2019-05-12 12:52:47,4,12,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","A","景田"
1724120,"1ed74951-3e31-11e8-b5de-0a58ac130503",2019-05-12 12:58:35,1,5,"11000038","N旺仔牛奶复原乳（铁罐）245ml","奶制品","牛奶","常温牛奶","A","旺仔"
1724120,"1ed74951-3e31-11e8-b5de-0a58ac130503",2019-05-12 12:58:35,1,6,"11000001","N红牛饮料250ml","饮料","功能性饮料","运动能量饮料","A","红牛"
1724274,"54b290fe-442a-11e8-afda-0a58ac130519",2019-05-12 13:03:57,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1724336,"9e3f3fdd-1f3d-4763-9307-86c55dbb7077",2019-05-12 13:06:13,1,52,"66666866","720552超级飞侠趣变蛋-多多","休闲百货","玩具","儿童玩具","B","超级飞侠"
1724352,"e155adb8-8bc4-11e8-b73e-0a58ac1305b1",2019-05-12 13:06:48,1,1.5,"18111810","佳龙五谷杂粮36g","休闲零食","肉食小食","肉食小食","B","佳龙"
1724352,"e155adb8-8bc4-11e8-b73e-0a58ac1305b1",2019-05-12 13:06:48,1,3,"40000005","NQQ丸4粒","方便速食","鲜食","自制关东煮","B","其他品牌"
1724403,"baf02f33-5d9c-11e8-8d98-0a58ac130586",2019-05-12 13:08:50,1,4.5,"11000280","麒麟午后原味奶茶饮料500ml","饮料","茶饮料","即饮奶茶","B","麒麟"
1724515,"206bd046-7a00-401d-82f6-e9ba384e0f28",2019-05-12 13:13:00,1,5,"12604108","健桥百香果果汁饮料480ml","饮料","果蔬汁","常温果汁","B","其他品牌"
1724577,"c7609a58-809f-45fd-b921-7516614add65",2019-05-12 13:15:09,1,4,"11000345","美汁源果粒奶优菠萝味450g","奶制品","含乳饮料","含乳饮料","B","果粒奶优"
1724660,"a4914b6e-39fa-4c30-8fae-d106c5c10f31",2019-05-12 13:18:07,1,4,"12604182","N可口可乐怡泉+C柠檬味 400ml","饮料","碳酸饮料","柠檬口味汽水","B","怡泉+C"
1724660,"a4914b6e-39fa-4c30-8fae-d106c5c10f31",2019-05-12 13:18:07,2,1,"99917860","卫龙亲嘴豆干川香风味(黄色)22g","休闲零食","肉食小食","肉食小食","B","卫龙"
1724683,"1584f24f-72cf-11e8-981f-0a58ac13065a",2019-05-12 13:18:46,2,4,"99900225","T雪津皮尔森啤酒500ml","酒类","啤酒","啤酒","C","雪津"
1724985,"8c6b3de9-178b-11e8-a712-0a58ac13001a",2019-05-12 13:28:28,2,11,"12604142","速步葡萄糖补水液500ml","饮料","功能性饮料","健康保健饮料","B","速步"
1725099,"9a3ac61b-713b-11e8-9924-0a58ac130598",2019-05-12 13:31:57,1,18,"10603579","N七匹狼（锋芒）","烟类","香烟","硬盒香烟","A","七匹狼"
1725261,"a3d4a0b7-4152-11e8-bd48-0a58ac130510",2019-05-12 13:36:32,2,100,"10603770","N七匹狼(金砖时代)","烟类","香烟","硬盒香烟","B","七匹狼"
1725359,"4e93d214-2c9b-11e8-8662-0a58ac13027e",2019-05-12 13:39:54,4,12,"13000344","A蒙牛随变香草雪糕75g（D）","休闲零食","冰淇淋","冰淇淋","B","随变"
1725397,"c762dee7-a08f-4f1e-af69-8f3aaaf1519d",2019-05-12 13:41:07,1,5.5,"91000205","简爱经典丝滑裸酸奶杯装100g","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","简爱"
1725397,"c762dee7-a08f-4f1e-af69-8f3aaaf1519d",2019-05-12 13:41:07,1,25,"10000024","N芙蓉王（硬）","烟类","香烟","硬盒香烟","A","芙蓉王"
1725654,"f5a49105-45ec-11e8-b0b0-0a58ac130519",2019-05-12 13:49:02,2,11,"12604142","速步葡萄糖补水液500ml","饮料","功能性饮料","健康保健饮料","B","速步"
