"订单编号","PID","交易时间","单项数量","单项金额","商品编号","商品名称","一级分类","二级分类","三级分类","门店名称","品牌"
1399429,"070537b5-632b-4084-a6ec-1c00b1ec9408",2019-05-01 23:52:37,1,3,"11000130","康师傅乌龙茗茶550ml","饮料","茶饮料","其他茶饮料","C","康师傅"
1399429,"070537b5-632b-4084-a6ec-1c00b1ec9408",2019-05-01 23:52:37,1,2,"11000194","惠尔康谷粒谷力黑芝麻浆250ml","奶制品","含乳饮料","含乳饮料","C","惠尔康"
1399429,"070537b5-632b-4084-a6ec-1c00b1ec9408",2019-05-01 23:52:37,1,3,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","C","景田"
1399746,"a5f252a3-a772-400d-979e-7f7640a94764",2019-05-02 00:13:49,1,3,"11000120","N可口零度可乐330ml","饮料","碳酸饮料","可乐类汽水","C","零度可乐"
1399771,"a5f252a3-a772-400d-979e-7f7640a94764",2019-05-02 00:15:40,1,0.6,"12000273","上好佳日本鱼果（海苔味）7g","休闲零食","膨化食品","膨化食品","C","上好佳"
1399805,"0f6480e5-93ea-11e8-8399-0a58ac1305b1",2019-05-02 00:18:51,1,5,"11000256","农夫东方树叶茉莉花茶500ml","饮料","茶饮料","即饮茉莉花茶","B","东方树叶"
1399805,"0f6480e5-93ea-11e8-8399-0a58ac1305b1",2019-05-02 00:18:51,1,3.3,"11000428","维他柠檬茶250ml","饮料","茶饮料","即饮红茶","B","维他"
1399948,"8e7aa4bd-7deb-11e8-adf4-0a58ac130661",2019-05-02 00:28:15,1,3.5,"11000121","N可口零度可乐500ml","饮料","碳酸饮料","可乐类汽水","B","零度可乐"
1399948,"8e7aa4bd-7deb-11e8-adf4-0a58ac130661",2019-05-02 00:28:15,1,3,"11000258","康师傅劲凉冰红550ML","饮料","茶饮料","即饮红茶","B","康师傅"
1399984,"930e8a7f-34e7-11e8-9503-0a58ac13009d",2019-05-02 00:30:23,1,12.8,"12601410","好味来盐焗鸡翅(原味)65g","休闲零食","肉食小食","肉食小食","A","其他品牌"
1399984,"930e8a7f-34e7-11e8-9503-0a58ac13009d",2019-05-02 00:30:23,2,12.8,"18042210","绿盛酱鸭舌18g","休闲零食","肉食小食","肉食小食","A","绿盛"
1399984,"930e8a7f-34e7-11e8-9503-0a58ac13009d",2019-05-02 00:30:23,1,7.5,"99926171","都市牧场爽口喉片薄荷38g","休闲零食","糖果","其他糖果","A","都市牧场"
1399995,"d165bb55-9c23-49de-a474-4b75fa73c7e1",2019-05-02 00:30:49,1,12.8,"12601412","好味来盐焗鸡腿(原味)80g","休闲零食","肉食小食","肉食小食","A","其他品牌"
1399995,"d165bb55-9c23-49de-a474-4b75fa73c7e1",2019-05-02 00:30:49,1,4.5,"11000139","娃哈哈营养快线椰子味500ml","奶制品","含乳饮料","含乳饮料","A","营养快线"
1400026,"3b5ea419-7d10-11e8-accc-0a58ac130661",2019-05-02 00:33:15,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","C","农夫山泉"
1400253,"55735281-5b73-11e8-aeaa-0a58ac130394",2019-05-02 00:51:33,3,25.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1400451,"e7694970-4924-48ff-9c42-b0f50a6c9e13",2019-05-02 01:06:31,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","A","百事可乐"
1400451,"e7694970-4924-48ff-9c42-b0f50a6c9e13",2019-05-02 01:06:31,1,5.5,"12604118","广鹏能量维生素功能饮料600ml","饮料","功能性饮料","健康保健饮料","A","其他品牌"
1400451,"e7694970-4924-48ff-9c42-b0f50a6c9e13",2019-05-02 01:06:31,1,3.5,"11000030","N可口可乐（塑料瓶）500ml","饮料","碳酸饮料","可乐类汽水","A","可口可乐"
1400581,"7d335994-8031-11e8-adc0-0a58ac1303f0",2019-05-02 01:18:13,1,11.5,"15616627","炫迈无糖口香糖酸甜草莓味28片50.4g","休闲零食","糖果","口香糖","A","炫迈"
1400581,"7d335994-8031-11e8-adc0-0a58ac1303f0",2019-05-02 01:18:13,1,1.5,"11000421","农夫山泉天然水380ml","饮料","包装水","包装水","A","农夫山泉"
1400810,"04fd936d-8689-11e8-9305-0a58ac13066c",2019-05-02 01:37:23,1,9.9,"12604245","汉口二厂橙汁汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1400810,"04fd936d-8689-11e8-9305-0a58ac13066c",2019-05-02 01:37:23,1,9.9,"12604240","汉口二厂百香果乳酸菌汽水275ml","饮料","碳酸饮料","其他汽水","B","汉口二厂"
1400810,"04fd936d-8689-11e8-9305-0a58ac13066c",2019-05-02 01:37:23,4,6,"11000144","N可口可乐冰露水550ml","饮料","包装水","包装水","B","冰露"
1400879,"e39bf023-058e-4f7b-a4b5-40fe033b8c6d",2019-05-02 01:45:34,1,6,"99030054","优乐多乳酸菌饮品332ml","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","其他品牌"
1400879,"e39bf023-058e-4f7b-a4b5-40fe033b8c6d",2019-05-02 01:45:34,1,7,"11000240","蒙牛优益C原味乳酸菌340ml(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","C","优益C"
1400975,"30a9fcef-93eb-403e-95df-2fd4b86f4065",2019-05-02 01:54:38,1,8,"10000004","N七匹狼（白）","烟类","香烟","硬盒香烟","B","七匹狼"
1401004,"128c8015-6b47-11e8-8e02-0a58ac1303bc",2019-05-02 01:56:42,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","B","七匹狼"
1401055,"1506c192-53bc-4e12-8a05-933b773da3fc",2019-05-02 02:01:51,2,5,"60603271","A伊利偏爱绿豆雪糕75g","休闲零食","冰淇淋","冰淇淋","A","伊利"
1401055,"1506c192-53bc-4e12-8a05-933b773da3fc",2019-05-02 02:01:51,2,8,"11000299","王老吉凉茶310ml","饮料","亚洲传统饮料","中草药饮料","A","王老吉"
1401055,"1506c192-53bc-4e12-8a05-933b773da3fc",2019-05-02 02:01:51,1,5.5,"11000004","百事可乐1.25L","饮料","碳酸饮料","可乐类汽水","A","百事可乐"
1401055,"1506c192-53bc-4e12-8a05-933b773da3fc",2019-05-02 02:01:51,1,1.5,"12000012","雀巢威化饼（牛奶）20g","休闲零食","饼干","饼干","A","雀巢奇巧"
1401055,"1506c192-53bc-4e12-8a05-933b773da3fc",2019-05-02 02:01:51,2,4,"93895471","N带汁壳蛋茶香味","方便速食","鲜食","茶叶蛋","A","其他品牌"
1401305,"2244ab04-a49a-4a82-8cc1-989df9f9b040",2019-05-02 02:30:31,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","A","七匹狼"
1401483,"ebb9d5a6-7f82-11e8-8768-0a58ac130661",2019-05-02 02:49:58,1,17.5,"99929042","N古田（红军灰）","烟类","香烟","硬盒香烟","B","古田"
1401601,"e8d8654f-1e4b-4450-af24-2bcc251a465b",2019-05-02 03:06:04,1,5.5,"40603717","优思麦蜂窝蛋糕140g","休闲零食","糕点","蛋糕","A","优思麦"
1401740,"123223e2-5a49-11e8-809b-0a58ac13062b",2019-05-02 03:29:09,3,63,"10000012","N七匹狼（软灰）","烟类","香烟","软盒香烟","C","七匹狼"
1401823,"5e4f8395-ccec-4c59-9441-5205793a8a99",2019-05-02 03:47:21,2,11,"13000339","统一汤达人酸酸辣辣面杯83g","方便速食","即食类主食","即食面类","A","汤达人"
1401998,"55047f72-471b-11e8-befa-0a58ac13033c",2019-05-02 04:22:19,2,6,"13000268","双汇肉花肠90g","辅助佐餐","熟食肉制品","熟食肉制品","C","双汇"
1401998,"55047f72-471b-11e8-befa-0a58ac13033c",2019-05-02 04:22:19,1,12.9,"30603420","食族人麻辣爆肚粉150g","方便速食","即食类主食","即食面类","C","食族人"
1401998,"55047f72-471b-11e8-befa-0a58ac13033c",2019-05-02 04:22:19,1,5.5,"13000408","N合味道猪骨浓汤风味杯面86g","方便速食","即食类主食","即食面类","C","合味道"
1402001,"ca907ff8-67ec-11e8-a943-0a58ac130590",2019-05-02 04:22:53,1,2.5,"18111814","舌尖功夫五香味虎皮鸡蛋35g","休闲零食","坚果","坚果","C","舌尖功夫"
1402001,"ca907ff8-67ec-11e8-a943-0a58ac130590",2019-05-02 04:22:53,1,5.9,"18000119","乡下香香辣鸭腿鸭翅根85g","休闲零食","肉食小食","肉食小食","C","乡下香"
1402001,"ca907ff8-67ec-11e8-a943-0a58ac130590",2019-05-02 04:22:53,1,4.5,"13000011","统一来一桶泡椒牛肉面105g","方便速食","即食类主食","即食面类","C","来一桶"
1402001,"ca907ff8-67ec-11e8-a943-0a58ac130590",2019-05-02 04:22:53,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1402071,"03c55d3a-4632-11e8-b0f8-0a58ac130519",2019-05-02 04:38:53,1,5,"11000369","乐虎氨基酸维生素功能饮料380ml","饮料","功能性饮料","健康保健饮料","C","乐虎"
1402140,"83136642-4d36-11e8-b7c8-0a58ac130522",2019-05-02 04:52:53,1,6.8,"11603861","牛栏山二锅头白酒55度100ml","酒类","白酒","白酒","A","牛栏山"
1402140,"83136642-4d36-11e8-b7c8-0a58ac130522",2019-05-02 04:52:53,1,3,"99911885","公仔迷你碗仔面海鲜味34g","方便速食","即食类主食","即食面类","A","公仔"
1402175,"9e795307-03af-41ba-a5be-cb5d18fa4fc8",2019-05-02 04:59:40,1,13,"10603662","N七匹狼（蓝钻）","烟类","香烟","硬盒香烟","A","七匹狼"
1402302,"daded1a6-8c51-11e8-b8b2-0a58ac1305b1",2019-05-02 05:28:07,1,6,"11000077","红星二锅头56度100ml","酒类","白酒","白酒","A","红星"
1402335,"02c421e4-0be8-4b67-a63d-9085ef454990",2019-05-02 05:33:44,1,5,"99000368","农夫果园橙汁+胡萝卜+苹果500ml","饮料","果蔬汁","果蔬饮料","C","农夫果园"
1402476,"5f3cd1f8-83a6-11e8-b164-0a58ac1303f0",2019-05-02 06:00:22,4,180,"33604040","T科罗娜特级啤酒瓶装207ml","酒类","啤酒","啤酒","C","科罗娜"
1402476,"5f3cd1f8-83a6-11e8-b164-0a58ac1303f0",2019-05-02 06:00:22,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","C","见福"
1402476,"5f3cd1f8-83a6-11e8-b164-0a58ac1303f0",2019-05-02 06:00:22,1,2,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","C","怡宝"
1402476,"5f3cd1f8-83a6-11e8-b164-0a58ac1303f0",2019-05-02 06:00:22,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1402624,"0950d5ac-7b52-11e8-97e2-0a58ac130661",2019-05-02 06:22:33,1,1.5,"11000062","N康师傅饮用矿物水550ml","饮料","包装水","包装水","C","康师傅"
1402624,"0950d5ac-7b52-11e8-97e2-0a58ac130661",2019-05-02 06:22:33,1,16,"10000014","N七匹狼（软红）","烟类","香烟","软盒香烟","C","七匹狼"
1402624,"0950d5ac-7b52-11e8-97e2-0a58ac130661",2019-05-02 06:22:33,1,1,"10603552","顺成打火机","烟类","烟具","烟具","C","顺成"
1402654,"e5ebf7c8-24f0-4c06-b298-c617896aa678",2019-05-02 06:28:07,2,4,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","B","怡宝"
1402735,"2c7730ea-1ef2-4101-971b-599f07868603",2019-05-02 06:39:39,1,5,"30000282","N舒肤佳柠檬去味香皂115g","个人清洁","沐浴洗发","身体清洁","B","舒肤佳"
1402735,"2c7730ea-1ef2-4101-971b-599f07868603",2019-05-02 06:39:39,1,4.5,"12000402","乐事美墨西哥鸡汁番茄味薯片40g","休闲零食","膨化食品","膨化食品","B","乐事"
1402756,"ac08ac6d-6ee4-11e8-be93-0a58ac1303c5",2019-05-02 06:42:03,3,9,"11000085","景田百岁山矿泉水570ml","饮料","包装水","包装水","A","景田"
1402885,"dd3adb95-aab4-40cf-8dcb-8e3285c9cc39",2019-05-02 06:54:42,1,2,"11000132","怡宝纯净水350ml","饮料","包装水","包装水","A","怡宝"
1402885,"dd3adb95-aab4-40cf-8dcb-8e3285c9cc39",2019-05-02 06:54:42,1,1,"30000002","N心相印C1710三层手帕纸茶语","家用清洁","纸制品","手帕纸","A","心相印"
1402885,"dd3adb95-aab4-40cf-8dcb-8e3285c9cc39",2019-05-02 06:54:42,2,7,"40600267","AN黄玉米200g","方便速食","鲜食","其他鲜食","A","其他品牌"
1403214,"8cd47051-6c5f-11e8-8e61-0a58ac1303bc",2019-05-02 07:28:04,2,4,"11000133","怡宝纯净水555ml","饮料","包装水","包装水","C","怡宝"
1403253,"daa6af30-d905-4753-bd62-9e4234e8c23c",2019-05-02 07:30:17,1,1.5,"11000144","N可口可乐冰露水550ml","饮料","包装水","包装水","C","冰露"
1403253,"daa6af30-d905-4753-bd62-9e4234e8c23c",2019-05-02 07:30:17,1,1,"10603552","顺成打火机","烟类","烟具","烟具","C","顺成"
1403253,"daa6af30-d905-4753-bd62-9e4234e8c23c",2019-05-02 07:30:17,1,23,"10000009","N玉溪（软）","烟类","香烟","软盒香烟","C","玉溪"
1403304,"b0cba19c-d7a8-438a-b9ae-52c9ede3d618",2019-05-02 07:34:28,1,6,"30603278","圣莲娜一字夹多个装","个人清洁","美容用品","美容美发工具","C","圣莲娜"
1403482,"421f64d3-7dbc-11e8-ad81-0a58ac130661",2019-05-02 07:45:58,1,10,"10603778","N白沙（硬新精品二代）","烟类","香烟","硬盒香烟","B","白沙"
1403490,"b432af5e-c86e-4c23-82b1-3043cb76821a",2019-05-02 07:46:17,1,4,"13000240","榆园韩式泡菜120g","辅助佐餐","佐餐小食","酱菜","B","榆园"
1403490,"b432af5e-c86e-4c23-82b1-3043cb76821a",2019-05-02 07:46:17,1,12.9,"30603420","食族人麻辣爆肚粉150g","方便速食","即食类主食","即食面类","B","食族人"
1403490,"b432af5e-c86e-4c23-82b1-3043cb76821a",2019-05-02 07:46:17,2,3,"13000098","双汇鸡肉肠70g","辅助佐餐","熟食肉制品","熟食肉制品","B","双汇"
1403868,"949b9c20-f645-4797-b6f8-3667e01e7ed4",2019-05-02 08:06:05,1,1.5,"11000144","N可口可乐冰露水550ml","饮料","包装水","包装水","B","冰露"
1403868,"949b9c20-f645-4797-b6f8-3667e01e7ed4",2019-05-02 08:06:05,2,4,"11000132","怡宝纯净水350ml","饮料","包装水","包装水","B","怡宝"
1403868,"949b9c20-f645-4797-b6f8-3667e01e7ed4",2019-05-02 08:06:05,1,4,"16400084","爱乡亲手撕面包原味84g","休闲零食","糕点","面包","B","爱乡亲"
1403868,"949b9c20-f645-4797-b6f8-3667e01e7ed4",2019-05-02 08:06:05,1,5,"11000038","N旺仔牛奶复原乳（铁罐）245ml","奶制品","牛奶","常温牛奶","B","旺仔"
1404050,"51f2c26b-812b-11e8-aef1-0a58ac1303f0",2019-05-02 08:15:50,1,8.5,"10000008","N七匹狼（蓝)","烟类","香烟","硬盒香烟","C","七匹狼"
1404245,"bf494e87-ae9e-4e9d-87de-46fcf53103be",2019-05-02 08:25:42,1,4.5,"30603331","银鹭黑糖桂圆八宝粥280g","方便速食","即食类主食","即食汤、粥类","A","银鹭"
1404245,"bf494e87-ae9e-4e9d-87de-46fcf53103be",2019-05-02 08:25:42,1,3.5,"93895557","优思麦德国海盐包100g","休闲零食","糕点","面包","A","优思麦"
1404564,"559c0134-0b3c-11e8-afda-0a58ac130255",2019-05-02 08:43:42,1,26,"32000121","红叶334男格三折伞55cm","居家用品","其他居家用品","其他居家用品","A","红叶"
1404961,"1305b969-3c94-4df0-8bc6-f122c47b95ed",2019-05-02 09:01:45,1,3,"11000029","百事可乐(塑料瓶)500ml","饮料","碳酸饮料","可乐类汽水","B","百事可乐"
1404961,"1305b969-3c94-4df0-8bc6-f122c47b95ed",2019-05-02 09:01:45,1,8.9,"12601565","快乐农心鲜虾条（辣味）90g","休闲零食","膨化食品","膨化食品","B","农心"
1404961,"1305b969-3c94-4df0-8bc6-f122c47b95ed",2019-05-02 09:01:45,1,4.5,"12000022","上好佳鲜虾片40g","休闲零食","膨化食品","膨化食品","B","上好佳"
1404961,"1305b969-3c94-4df0-8bc6-f122c47b95ed",2019-05-02 09:01:45,4,4,"13000012","N即食伊面厦门泡面沙嗲味80g","方便速食","即食类主食","即食面类","B","其他品牌"
1405094,"dd0bdb03-ce05-4283-9c5f-aa9f044fd6e5",2019-05-02 09:07:27,1,5.5,"12604233","怡宝柠檬蜜水480ml","饮料","包装水","包装水","A","怡宝"
1405201,"11dae2a2-c786-4580-a64c-ae0a5289544d",2019-05-02 09:12:27,2,7,"11000221","怡宝纯净水1555ml","饮料","包装水","包装水","C","怡宝"
1405312,"1d4327d2-a5bf-42e8-a720-4fbd99f24a2e",2019-05-02 09:17:50,1,7.5,"99002587","N黑人牙刷儿童软毛可爱宝贝兔AF2Y","个人清洁","口腔用品","牙刷","B","黑人"
1405333,"c5bd12f3-93b2-11e8-8307-0a58ac1305b1",2019-05-02 09:19:13,2,52,"99000088","N利群（硬）","烟类","香烟","硬盒香烟","A","利群"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,3.5,"91000140","伊利低温纯牛奶180ml","奶制品","牛奶","低温牛奶","A","伊利"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,13.3,"11000179","养乐多乳酸菌100ml*5瓶","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","养乐多"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,10.9,"91000081","卡士风味发酵乳原味120g(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","卡士"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,2,4,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,9.5,"12603867","健达奇趣蛋(女孩）20g","休闲零食","巧克力","巧克力","A","健达奇趣蛋"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,4.5,"12000403","乐事自然清爽黄瓜味薯片40g","休闲零食","膨化食品","膨化食品","A","乐事"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,2.8,"12000016","小丽丽特级薯片(烤肉味)30g","休闲零食","膨化食品","膨化食品","A","丽丽"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,4.5,"12000278","上好佳芝士条40g","休闲零食","膨化食品","膨化食品","A","上好佳"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,1.5,"18010817","心一从干吃火鸡面56g","方便速食","即食类主食","即食面类","A","心一从"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,7.9,"16400135","冬己黑糖麦芽(夹心饼干)106g","休闲零食","饼干","饼干","A","其他品牌"
1405653,"888880c8-051f-4500-b432-4e8377c9fae3",2019-05-02 09:34:08,1,4.8,"15616675","梁丰麦丽素55g","休闲零食","巧克力","巧克力","A","梁丰"
1405662,"d87c0cd1-ab60-497d-a62b-2433b4ad61fa",2019-05-02 09:34:27,1,26,"10000003","N七匹狼(厦门)","烟类","香烟","硬盒香烟","A","七匹狼"
1405810,"d9caa433-4252-445d-988d-fa78643263cc",2019-05-02 09:41:24,1,3.5,"93895557","优思麦德国海盐包100g","休闲零食","糕点","面包","A","优思麦"
1405810,"d9caa433-4252-445d-988d-fa78643263cc",2019-05-02 09:41:24,1,5.5,"93895580","优思麦马苏肉松包90g","休闲零食","糕点","面包","A","优思麦"
1405858,"23f57687-866f-4221-9c84-e996ebee4c41",2019-05-02 09:44:08,2,16,"13603843","T伊利安慕希高端颗粒型黄桃+燕麦味200g","奶制品","酸奶/酸味奶","酸奶/酸味奶","B","安慕希"
1405858,"23f57687-866f-4221-9c84-e996ebee4c41",2019-05-02 09:44:08,2,6.5,"33603967","T安佳儿童牛奶190ml","奶制品","牛奶","常温牛奶","B","安佳"
1405858,"23f57687-866f-4221-9c84-e996ebee4c41",2019-05-02 09:44:08,1,0.2,"50000006","新购物袋fook(小)","购物袋","购物袋","购物袋","B","见福"
1405912,"872fc20b-12c8-11e8-a6ab-0a58ac13001a",2019-05-02 09:46:09,1,5,"11000412","农夫东方树叶绿茶原味茶饮料500ml","饮料","茶饮料","即饮绿茶","B","东方树叶"
1405912,"872fc20b-12c8-11e8-a6ab-0a58ac13001a",2019-05-02 09:46:09,1,5,"11000256","农夫东方树叶茉莉花茶500ml","饮料","茶饮料","即饮茉莉花茶","B","东方树叶"
1405912,"872fc20b-12c8-11e8-a6ab-0a58ac13001a",2019-05-02 09:46:09,1,2,"11000132","怡宝纯净水350ml","饮料","包装水","包装水","B","怡宝"
1405912,"872fc20b-12c8-11e8-a6ab-0a58ac13001a",2019-05-02 09:46:09,2,10,"12604228","农夫山泉尖叫运动饮料（青芒味)500ml","饮料","功能性饮料","运动能量饮料","B","尖叫"
1405912,"872fc20b-12c8-11e8-a6ab-0a58ac13001a",2019-05-02 09:46:09,1,1,"99003842","旺旺碎冰冰可乐味78ml","休闲零食","冰淇淋","冰淇淋","B","碎碎冰"
1405913,"1b4646a7-b421-4592-b964-a8ffdcd7c102",2019-05-02 09:46:09,1,16,"10000033","N利群（蓝天）","烟类","香烟","硬盒香烟","C","利群"
1405953,"ed7806c6-4b2a-11e8-9c9f-0a58ac1300da",2019-05-02 09:48:23,1,6,"40603730","优思麦牛角餐包135g","休闲零食","糕点","面包","B","优思麦"
1405992,"c04efb2e-2276-491b-bfe7-491545074375",2019-05-02 09:50:14,4,16,"11000110","长富纯鲜奶221ml","奶制品","牛奶","低温牛奶","A","长富"
1406037,"969b868b-9d4f-42ad-9766-5226a8b11731",2019-05-02 09:52:36,1,3,"12000083","益达(西瓜)五片装5片13.5g","休闲零食","糖果","口香糖","A","益达"
1406123,"230204f4-b815-4b8f-9ee7-c15a18f46324",2019-05-02 09:56:47,2,2,"13000201","N闽盐牌福建原盐350g","食用调味品","调味品","盐","B","闽盐"
1406230,"1d48600e-2d16-4475-ab89-85274a2ef002",2019-05-02 10:01:48,2,20,"11000242","伊利益消发酵乳原味450g(D)","奶制品","酸奶/酸味奶","酸奶/酸味奶","A","益消"
1406375,"c1e63083-487f-4dfc-9398-c131d4ac3578",2019-05-02 10:07:27,1,10.8,"30600871","苏菲口袋魔法零味感超薄棉柔日用10片","个人清洁","卫生用品","卫生巾","A","苏菲"
1406375,"c1e63083-487f-4dfc-9398-c131d4ac3578",2019-05-02 10:07:27,1,11.3999995,"99007044","同正碱性梅(原味)90g","休闲零食","凉果","凉果","A","同正"
1406375,"c1e63083-487f-4dfc-9398-c131d4ac3578",2019-05-02 10:07:27,1,0.3,"50000005","新购物袋fook(大)","购物袋","购物袋","购物袋","A","见福"
1406472,"eba16d9a-aa3a-46b5-994f-a787e40ede55",2019-05-02 10:11:11,1,2,"11000391","农夫山泉水550ml","饮料","包装水","包装水","A","农夫山泉"
